hcpcs_cd,hcpcs_desc,row_count,total_beneficiaries,total_services,estimated_submitted_charges,estimated_medicare_allowed,estimated_medicare_payment,estimated_standardized_payment,avg_payment_per_service,charge_to_payment_ratio,allowed_to_payment_ratio
88333,"Pathology cytologic examination of specimen during surgery, initial site",1463,40711,45387.0,10704805.72999821,2790437.459999208,2211725.299999986,2180932.290000141,48.730369929715245,4.840024993157278,1.2616564362668483
94625,"Professional services for outpatient pulmonary rehabilitation, per session",43,2013,44442.0,5034180.249963647,2794599.900010485,2205205.3199997307,2005106.589992712,49.619848791677484,2.28286237308926,1.2672742418428533
92511,Exam of the nose and throat using an endoscope,540,21725,25566.0,8547725.600003218,2918106.049988639,2202359.3099972648,2135853.14999885,86.14407064058769,3.8811676011276446,1.324990902593575
73100,"X-ray of wrist, 2 views",2616,79292,122077.0,8954317.410000226,2924756.8699970157,2200484.880002737,2299633.2100024326,18.025384634310615,4.069247415137471,1.3291419980097194
31296,Dilation of frontal nasal sinus using an endoscope,64,1398,1403.0,12905936.2700046,2750853.86999739,2189554.02000417,2039452.08001551,1560.6229650778118,5.894321926791293,1.2563535061775508
L8691,"Auditory osseointegrated device, external sound processor, excludes transducer/actuator, replacement only, each",2,1369,1423.0,6834140.000063901,2739291.0500067,2181346.7400362,2191683.4000517,1532.9211103557273,3.132991135536062,1.25577974364646
93623,Programming of heart rhythm stimulation after drug infusion,933,32059,32828.0,18857890.45999905,2719889.780000442,2171215.089999669,2113610.940000469,66.13912178626992,8.685408712778393,1.2527039778453533
J2469,"Injection, palonosetron hcl, 25 mcg",2634,82852,2654841.0,154520332.48001125,2727931.75000248,2164749.2400033334,2182461.710003009,0.8153969446770385,71.38024563056241,1.260160622575518
96127,Assessment of emotional or behavioral problems,7087,354690,648636.0,14267203.069998229,3028521.1799997548,2164573.049998785,2083007.2800006783,3.3371151924943803,6.591231961428254,1.3991309648807901
91065,Measurement of hydrogen in breath to test for stomach and bowel symptoms,469,24524,38776.2,8485729.860007131,2845974.269999287,2163100.969999819,2115442.5200032433,55.78424316977474,3.9229467221809076,1.3156918282920123
52240,Destruction and/or removal of large growth of bladder using an endoscope,204,3252,3728.0,11967969.64999416,2722196.37999914,2161847.83000433,2158332.83999757,579.8948041857108,5.535990777838507,1.2591988863497796
71270,Ct scan of chest before and after contrast,976,23660,25007.0,18093807.270005368,2852513.800002073,2158366.359996906,2058731.869997923,86.3104874633865,8.38310288992426,1.321607792296282
97598,"Removal of tissue from wound, each additional 20.0 sq cm",399,8608,83135.0,7735382.350002548,2717779.540004719,2153076.519999714,2085099.900006227,25.89855680519293,3.59271130317448,1.2622772645372957
93281,Programming of multiple lead pacemaker system,1439,31259,42031.0,8917727.369994981,2884346.180000146,2148823.099999683,2115792.049999882,51.12471984962725,4.150051891193973,1.3422911267105102
73218,Mri scan of arm without contrast,547,11629,13129.0,14199651.729989346,2783432.229996292,2148426.019999591,2021880.510001545,163.63973036785674,6.60932775799841,1.2955681061788769
20606,Aspiration and/or injection of fluid from medium joint using ultrasound guidance,886,23222,32789.0,10181615.600000639,2842333.28000019,2147940.870000067,2066522.0,65.50797127085508,4.74017499373729,1.3232828332001993
85730,"Coagulation assessment blood test, plasma or whole blood",803,298978,364672.0,16112980.349993864,2145888.209999871,2145888.209999871,2147893.0400000215,5.884433710292732,7.508769690288215,1.0
82040,Albumin (protein) level,1184,310879,453263.0,7794919.310000607,2145055.7099979725,2145055.7099979725,2150155.2000015527,4.7324747663011815,3.633900636551754,1.0
31652,"Exam of lung airways and sampling of lymph nodes using an endoscope and ultrasound guidance, 1-2 lymph nodes",688,14467,14652.0,28404669.25000626,2712719.810000418,2145051.720000994,2122209.5100030443,146.3999262899941,13.241950758181764,1.2646407472166505
52005,Insertion of tube into ureter using an endoscope through bladder area,491,10778,11529.0,17437486.37000132,2725028.780004207,2141634.400001649,2132740.700000424,185.7606383902896,8.14213965277542,1.2724061492484942
87209,Special stain for parasites,164,108732,121768.0,10760599.490012068,2139052.3900048872,2139052.3900048872,2145547.1300001503,17.566621690467834,5.030545086362977,1.0
11106,"Incision biopsy, first skin growth",285,17099,20140.0,5951449.00000457,2849748.669996207,2138710.429993043,2073586.020014287,106.19217626579162,2.7827278141734824,1.3324612018680233
85651,"Red blood cell sedimentation rate, to detect inflammation, non-automated",2555,323195,512565.0,10105887.709990656,2135661.0799975805,2135656.829997581,2142487.7699999553,4.166606830348504,4.731981078627741,1.0000019900200912
38571,Removal of lymph nodes of both sides of pelvis using an endoscope,493,9512,9521.0,27669416.71996659,2675439.610001298,2135270.579999135,2054277.1300002472,224.269570423184,12.958271883265398,1.2529745106132555
84155,"Total protein level, blood",791,439256,602081.0,12193074.649938472,2127217.840000134,2127217.840000134,2130892.240001476,3.533109066720481,5.731935122327529,1.0
11604,"Removal of cancer skin growth of body, arms, or legs, 3.1-4.0 cm",558,11792,12906.0,8885510.73000165,2717103.00999931,2121551.350003129,2099907.620002035,164.38488687456444,4.188213841719431,1.2807151757110677
90970,"Dialysis services, per day, less than full month service (20 years or older)",761,15648,289258.0,6615142.909996723,2670075.389998389,2120313.4399996605,2118998.1299996697,7.330180807444083,3.119889156575729,1.2592833397305714
97012,Application of mechanical traction,1606,39148,247456.0,10303561.279998133,2749935.5599993784,2120301.3200001866,2172412.750000739,8.568397290832255,4.8594797271536985,1.2969550761771618
27369,Injection of contrast for imaging of knee joint,166,8085,14274.0,7505772.09998196,2742945.020001119,2119239.309992069,2049310.499990966,148.46849586605498,3.541729367038803,1.2943064084685105
G0182,"Physician supervision of a patient under a medicare-approved hospice (patient not present) requiring complex and multidisciplinary care modalities involving regular physician development and/or revision of care plans, review of subsequent reports of patien",249,9884,27775.0,4904633.109999049,2752818.639994899,2111208.499998456,2059616.589999978,76.01110711065547,2.3231400925122445,1.303906572940054
J1756,"Injection, iron sucrose, 1 mg",868,23297,13291709.0,31060548.009999506,2711903.769971594,2108580.770039179,2132180.7700164504,0.1586388003257654,14.730546940074001,1.2861275263935965
83993,Stool calprotectin (protein) level,166,99729,109637.0,20604872.02006278,2106382.169995814,2106382.169995814,2109050.6799999997,19.212329505511953,9.782114714778338,1.0
0288U,"Pcr measurement of 11 genes (bag1, brca1, cdc6, cdk2ap1, erbb3, fut3, il11, lck, rnd3, sh3bgr, wnt3a) and 3 reference genes (esd, tbp, yap1), in tumor tissue, with algorithmic interpretation reported as a recurrence risk score",2,549,554.0,3601000.0,2099183.6100008,2099183.6100008,2102729.16,3789.1400902541513,1.7154287899564098,1.0
69706,"Dilation of canal between middle ear and throat (eustachian tube) on both sides of body, using endoscope inserted through nose",39,1031,1039.0,6718046.3300037,2631131.37999838,2094540.42999778,1510473.160007144,2015.9195668891048,3.207408285745442,1.256185529921315
92588,Placement of ear probe for computerized measurement of repeated sounds with interpretation and report,1001,78057,81640.0,11256483.56000689,2846577.6699989643,2094008.7499992994,2009332.5500000361,25.649298750603865,5.375566630278243,1.3593914877384905
01924,Anesthesia for x-ray on arteries,357,10209,11935.0,37893194.57005508,2640226.610002239,2082909.110000821,1984691.929995565,174.52108169256985,18.19243786880367,1.2675668838959555
93290,Evaluation of implantable heart and blood vessel monitoring system,1196,48982,69122.0,7518492.659995258,2758224.130001217,2082498.290000166,2045152.599999049,30.127865079137845,3.6103235695788536,1.3244784609167661
29540,Placement of strapping to ankle or foot,1430,52035,99314.0,8638864.88000964,2716459.8600010257,2072820.4000018614,1972010.4799994966,20.87138167833197,4.1676861536107435,1.310513858315263
91120,Test for tone and sensation of rectum and anus,286,7788,7976.0,7990555.020008784,2639333.810000867,2072057.920000144,2058957.519999563,259.78659979941625,3.8563376741940827,1.273774147201775
77081,"Dxa bone density measurement of forearm, finger, hand, or foot",1665,93453,95885.0,8085679.719989323,2068992.1800002484,2068992.1800002484,1943662.1399997566,21.57785034155758,3.9080281685686953,1.0
93571,"Ultrasound evaluation of heart blood vessel during diagnosis or treatment, initial vessel",1953,38823,39421.0,14009840.229999308,2591441.260000219,2068534.499999901,2213538.849999902,52.472907840995944,6.772833728419796,1.2527909300039923
82150,Amylase (enzyme) level,1237,248472,326304.0,12373496.45999485,2068344.0700002688,2068344.0700002688,2072014.6699999527,6.3387027741010495,5.982320175575644,1.0
64642,"Injection of chemical for paralysis of nerve muscles on arm or leg, 1-4 muscles, first extremity",486,10450,22519.0,11716789.80999921,2727628.0299980002,2063635.760000381,2034142.18000292,91.63976020251259,5.677741216307013,1.3217584628391479
84207,Vitamin b-6 level,150,70491,75939.0,15427208.230022663,2062236.970001787,2062236.970001787,2090806.8599999999,27.156493633071108,7.480812561521141,1.0
J0222,"Injection, patisiran, 0.1 mg",1,11,26031.0,3561040.8000000003,2576128.559997486,2051694.880012566,2051694.880012566,78.817366986,1.7356580818577614,1.25560997646088
0421T,Waterjet destruction of prostrate accessed through the urethra,161,3390,3394.0,11974878.589989081,2583476.8700002,2049266.21000036,2035020.03999942,603.7908691810135,5.843495848197769,1.2606838766934756
00410,Anesthesia for procedure to correct abnormal heart rhythm,1944,34325,35116.0,26843727.24997352,2615989.889997445,2043469.679999592,2026307.769999796,58.19198314157626,13.136347219978758,1.2801706409453393
64644,"Injection of chemical for paralysis of nerve muscles on arm or leg, 5 or more muscles, first extremity",379,7907,18306.0,10882740.7399985,2717422.009993822,2042988.010000318,2044420.099996772,111.60209821918049,5.3268745028008295,1.3301213696273229
97533,Therapy procedure using sensory experiences,121,3339,50444.0,4664990.170000775,2600315.210006704,2038576.290002352,2036699.649998195,40.412661367107134,2.2883569248200137,1.2755545243802007
0101T,High energy shock wave therapy of musculoskeletal system,34,1515,9184.0,4209211.32999938,2585607.89999734,2038263.95998691,2036823.949987,221.93640679299978,2.065096284205708,1.2685343757017344
31653,"Exam of lung airways and sampling of lymph nodes using an endoscope and ultrasound guidance, 3 or more lymph nodes",462,11248,11362.0,23468039.27999699,2573635.4300000197,2037789.280001194,2008531.449996968,179.35128322488944,11.516421010902187,1.262954641707857
76870,Ultrasound scan of scrotum,2407,44403,47320.0,10164549.699999416,2753478.870001353,2035991.660000528,1925792.480000086,43.02602831784717,4.992431894341247,1.3524018413713144
86706,Hepatitis b surface antibody measurement,614,183732,193271.0,14494198.839991683,2030906.46999206,2030906.46999206,2035123.870011969,10.508076586720511,7.136812578103781,1.0
32666,Initial removal of wedge of lung tissue using an endoscope,200,3400,3446.0,12912077.91000106,2545178.839998072,2029158.639999901,1906372.589998514,588.8446430643937,6.3632668513299135,1.2543025418644431
74019,"X-ray of abdomen, 2 views",6343,161917,180289.0,10801936.820003303,2719153.8800015524,2028626.6499965577,2032362.0200013097,11.252082212428698,5.3247534828656775,1.3403914811067705
76981,Ultrasound scan of organ tissue for measuring elasticity,1146,32638,33839.0,9000146.309998808,2667974.990003037,2021125.549999685,1987518.54999996,59.72769733147212,4.4530367299548566,1.320044165491576
14001,"Repair of wound of trunk by transferring skin, 10.1-30.0 sq cm",152,3593,4086.0,11198431.39000241,2548835.17000109,2020799.53000078,1810333.35000077,494.5666984828145,5.54158451828128,1.2613003576857058
J0491,"Injection, anifrolumab-fnia, 1 mg",6,113,162380.0,6847794.220009392,2527590.309996974,2013820.580013467,2109739.9400166566,12.401900357269781,3.4003993642589543,1.2551218986847734
01830,"Anesthesia for other procedure on forearm, wrist, or hand bones",1191,21315,21598.0,28587971.010012,2560959.090000442,2012118.299999674,2001317.710001461,93.1622511343492,14.207897721528914,1.2727676548644566
27134,Revision of thigh bone and hip joint prosthesis,97,1479,1686.0,13545348.2500099,2522519.75999936,2009991.66000066,2038362.81999954,1192.1658718865124,6.739007190709166,1.2549901624957647
J1575,"Injection, immune globulin/hyaluronidase, (hyqvia), 100 mg immuneglobulin",3,56,157151.0,4908647.250002916,2524287.889984016,2009341.589992141,2017362.589996941,12.786056658832212,2.442913277887268,1.2562761366990314
86617,Confirmation test for antibody to borrelia burgdorferi (lyme disease bacteria),113,61500,132477.0,14954540.369876564,2009177.7800150039,2009177.7800150039,2010987.1799999909,15.166238516987884,7.443114550950732,1.0
36246,"Insertion of tube into abdominal, pelvic, or leg artery, initial second order branch",246,5450,6820.0,13013091.39999026,2525133.45000098,2008448.039999487,1895342.33000147,294.4938475072562,6.479177524549544,1.2572560502992274
31629,"Needle biopsy of windpipe cartilage, airway, and/or lung using an endoscope",650,17113,17429.0,22747100.26998109,2529506.89000098,2007196.8599998471,1588356.8200021859,115.16420104422785,11.332769955600082,1.260218636452616
11000,"Removal of inflamed or infected skin, up to 10% of body surface",436,23200,52483.0,6528513.890003034,2629953.699998251,2006211.95000248,1914692.1400001629,38.22593887549264,3.2541496375769086,1.3109052111841921
61867,"Removal of skull bone with computer-assisted insertion of neurostimulator electrodes in brain with recording, first array",56,1042,1181.0,12154625.6500268,2516313.64000147,2004646.9299971801,1955348.11000214,1697.414843350703,6.0632251336368235,1.2552403130685013
81256,Gene analysis (hemochromatosis) common variants,110,31244,31266.0,8259661.349990864,2001594.7399989679,2001594.7399989679,2002540.8599999999,64.01825433374809,4.12654029556209,1.0
